	corr	p2tailed	p2tailed_adj	p2tailed_adj_bool	all_criteria_met
SSTR4	0.07483934228679404	0.17370239822231415		False	False
SSTR5	0.05124701965802611	0.35192850376632956		False	False
SSX2IP	0.2587200382186903	1.7711998783036294e-06		True	True
SSX5	0.16412394348848108	0.002703632693245321		True	True
SSX7	0.21284859578980292	9.285627728206727e-05		True	True
SSX8	0.14136121494671863	0.009909470566989355		True	True
ST14	0.28316659474742634	1.538609264457097e-07		True	True
ST20	0.1334986399774635	0.014925081656216288		True	True
ST3GAL4	0.18895911027933193	0.0005376820603006927		True	True
ST3GAL6	0.20575717261368387	0.0001597458685756403		True	True
ST6GAL1	0.2743471634340567	3.819376636928919e-07		True	True
ST6GALNAC5	0.18697456674642954	0.0006165316221104421		True	True
ST7L	0.17863770757961436	0.0010793181384973199		True	True
ST8SIA3	0.04635231499908683	0.39987385748164705		False	False
ST8SIA4	0.04187805825304978	0.4469496183344591		False	False
ST8SIA5	0.23015361534293244	2.2878801097978454e-05		True	True
ST8SIA6	0.1573353092257468	0.0040544573280523535		True	True
STAB1	0.041036668547935834	0.45614021970749785		False	False
STAC2	-0.0016861090748088792	0.975583343421101		False	False
STAG3L1	0.16143095349970824	0.0031809462438151296		True	True
STAG3L4	0.22905146972193824	2.5096439672488767e-05		True	True
STAM	0.5148384980290025	7.224671579178571e-24		True	True
STAM2	0.03038948805736438	0.5811115209901393		False	False
STAMBP	0.30888206752266545	9.028745593826107e-09		True	True
STAMBPL1	-0.005339433606982214	0.9227876500954817		False	False
STAP1	0.12950593839186214	0.01823750296196533		True	True
STAR	0.15669294133998618	0.004209602843226658		True	True
STARD3NL	0.21088842610610303	0.00010807538482199032		True	True
STARD4	0.1359594173923648	0.013157459717396106		True	True
STARD5	0.1668887260957477	0.0022822366292313554		True	True
STARD6	0.0652064963520552	0.23605730542291517		False	False
STARD7	0.47170467325248244	8.497749864506582e-20		True	True
STAT1	0.3518977780163276	4.111898655327871e-11		True	True
STAT2	0.33068089245323573	6.524563933453059e-10		True	True
STAT5A	0.28091164336117147	1.947148108426777e-07		True	True
STAT6	0.1336267816957782	0.014828137963087695		True	True
STATH	0.06827226070401733	0.21470324161096757		False	False
STBD1	0.08238776290726006	0.13411702455858002		False	False
STC1	0.14865552620222822	0.006657467782821202		True	True
STC2	0.14284889790652028	0.009150121073173716		True	True
STEAP3	-0.04539165100802884	0.40972319419643366		False	False
STEAP4	-0.011966621974048096	0.828030945338281		False	False
STIL	0.2808782236328278	1.953925016380269e-07		True	True
STK16	0.19274404637047762	0.0004125983334882625		True	True
STK17A	0.17903988559376613	0.0010511289693816805		True	True
STK25	0.405746708057772	1.3730205376324769e-14		True	True
STK32A	0.11979390393277448	0.029081427430224058		False	False
STK35	0.374500500048076	1.7083597851225758e-12		True	True
STK36	0.15828130810788352	0.003835375019566136		True	True
STK38	0.3837019706915525	4.3509810871824036e-13		True	True
STK38L	0.1682734110102784	0.0020945330904734586		True	True
STMN1	0.13506245349256005	0.0137791915259404		True	True
STMN2	0.09881552531128707	0.072158486900439		False	False
STMN4	0.034268167783671734	0.5337948891059574		False	False
STOM	0.14666487292307556	0.007433523548550374		True	True
STOML1	0.274231106370559	3.8645336377483365e-07		True	True
STOML2	0.41450888918250384	3.232327697611329e-15		True	True
STOML3	0.08956862440718273	0.1032836710677313		False	False
STRA8	0.0561010711531198	0.3081281321929151		False	False
STRADA	0.31672214333762416	3.5953208461379113e-09		True	True
STRADB	0.07817569255032254	0.1552492061089232		False	False
STRAP	0.35467424521399404	2.819374221153022e-11		True	True
STRBP	0.3370884507380785	2.894254583322022e-10		True	True
STRN3	0.2734273093703621	4.1916606767033604e-07		True	True
STT3A	0.2542819761866489	2.6905770966466746e-06		True	True
STT3B	0.07380524908432762	0.1797406779514463		False	False
STX10	0.24760394439788344	4.975096121024791e-06		True	True
STX11	0.2519707426049488	3.334926317604127e-06		True	True
STX16	0.2913430264340002	6.436558010471876e-08		True	True
STX17	0.31911554714401397	2.6997799970881654e-09		True	True
STX1A	0.2503983506921153	3.854837143177438e-06		True	True
STX2	0.23707481267471142	1.2665032997959076e-05		True	True
STX3	0.12148156115875693	0.02687321511577732		True	True
STX5	0.27729807399917794	2.827517238853087e-07		True	True
STX6	0.5380522627518216	2.608709476304893e-26		True	True
STX7	0.24084407626182675	9.10838293583148e-06		True	True
STXBP5	0.033989506918177696	0.5371286535068589		False	False
STYK1	0.046644643254469244	0.3969050824320366		False	False
STYXL1	0.2750977082600454	3.539351883116484e-07		True	True
SUB1	0.21262552219185607	9.448070226623832e-05		True	True
SUCLA2	0.29552653043446114	4.076878670885471e-08		True	True
SUCLG1	0.29463082935258533	4.498403565698825e-08		True	True
SUCNR1	0.07906544193651209	0.15058773337382445		False	False
SUDS3	0.2232915820650016	4.040192842314669e-05		True	True
SUFU	0.34232179684964664	1.4693715831031049e-10		True	True
SUGT1	0.28182421339485364	1.7705962553801986e-07		True	True
SULT1B1	-0.00909828258520407	0.8688205933182029		False	False
SULT1C2	0.05182570836166775	0.3465098725199971		False	False
SULT1E1	0.10991115741676544	0.04537190815369198		False	False
SULT2A1	-0.006708362035647743	0.9030791676546657		False	False
SULT4A1	-0.05781734092244197	0.29353991025769616		False	False
SULT6B1	0.050609149000441445	0.357962818993673		False	False
SUMF2	0.11572461455918984	0.0350537991750158		False	False
SUMO1P1	0.12236081906022299	0.02578096639576167		True	True
SUMO1P3	-0.00018708121415857414	0.9972904487504881		False	False
SUMO3	0.2847205820367603	1.3065349299424834e-07		True	True
SUMO4	0.0952384911214966	0.08314482873686681		False	False
SUN1	0.39076794533189935	1.4778479554204892e-13		True	True
SUN3	0.15723181212582132	0.004079099652669182		True	True
SUPV3L1	0.4657927958807091	2.7774399420510306e-19		True	True
SURF2	0.25609529350380533	2.270176842870914e-06		True	True
SURF4	0.3854835769011468	3.322038897175056e-13		True	True
SURF6	0.32324632626999616	1.6368857605935048e-09		True	True
SUSD5	-0.006203916399089333	0.9103354151447813		False	False
SUV420H2	0.22961349517787674	2.394131371934281e-05		True	True
SVEP1	0.05798023678820207	0.292179675234154		False	False
SVIP	0.06251769768802276	0.25598091089182196		False	False
SYAP1	0.18052790437627794	0.0009526247844798775		True	True
SYCE1L	0.13653247977103836	0.012773291721694066		True	True
SYCN	0.15166601260149673	0.005621140834659516		True	True
SYCP2	0.3756995672533542	1.4329510044739867e-12		True	True
SYCP3	0.09401135174799055	0.0872108881069888		False	False
SYDE1	0.11156483888993797	0.04220559588043335		False	False
SYDE2	0.2643902469484723	1.0265715485746794e-06		True	True
SYF2	0.1227874471122685	0.025264909103641053		True	True
SYK	0.304800851372809	1.4428056860153858e-08		True	True
SYN1	0.14272401903587018	0.009211813426399987		True	True
SYN2	-0.035693030002261775	0.5169127598937742		False	False
SYNCRIP	0.21210859448680636	9.834823139921403e-05		True	True
SYNE2	0.21564090357844112	7.462229916590779e-05		True	True
SYNGR3	0.12302385997642434	0.024982790580016435		True	True
SYNGR4	0.08470738085622108	0.12346522058637141		False	False
SYNJ1	0.17578780144585301	0.001299888048077702		True	True
SYNPO	0.147942818821112	0.006926563413654818		True	True
SYNPO2	0.1326041811629281	0.015617386537989162		True	True
SYS1	0.385017564862712	3.565534449520791e-13		True	True
SYT11	0.033159125880871866	0.5471243041970806		False	False
SYT13	0.08602200406370707	0.11772719292504555		False	False
SYT15	0.19732173264485064	0.00029752867766536423		True	True
SYT16	0.08343089094802958	0.1292425182659178		False	False
SYT2	0.28050482100042284	2.0312042072197922e-07		True	True
SYT3	0.15539092224140238	0.004540619475563642		True	True
SYT4	0.019480534820182558	0.7236033998810271		False	False
SYT5	0.09540619566757108	0.08260122022881784		False	False
SYTL1	0.17160763190479844	0.0016989622269936245		True	True
SYTL5	-0.08727052661783552	0.11247260110467351		False	False
T	-0.08901511646604938	0.10544064492151599		False	False
TAAR1	0.04173861582319215	0.4484654759058123		False	False
TAAR5	0.04160947882533264	0.4498718926381814		False	False
TAAR6	0.08639287746483891	0.11614667656219016		False	False
TAAR8	-0.04752235974240361	0.3880711977212562		False	False
TAAR9	0.13513945433011176	0.01372482289957659		True	True
TAB1	0.3413996534859664	1.6573241605524184e-10		True	True
TAB2	0.2828420208707456	1.5918598748003894e-07		True	True
TAC1	-0.030974728463330974	0.5738484653836589		False	False
TAC3	-0.0023469953108432853	0.9660179572890193		False	False
TAC4	0.12182155035126627	0.026446239614172386		True	True
TACC3	0.3235279505793102	1.5815492660301065e-09		True	True
TACO1	0.43176283894117595	1.65079708024969e-16		True	True
TACR1	0.07452236933645558	0.17553701161429067		False	False
TACR2	0.19206793818533358	0.00043274223971952256		True	True
TADA1	0.5421223217417965	9.299022078324411e-27		True	True
TADA2A	0.3293183911375588	7.736949444936159e-10		True	True
TADA3	0.28017442939999593	2.1020267230845776e-07		True	True
TAF10	0.17822394521890755	0.001109044308474004		True	True
TAF1A	0.32207055229165565	1.888897263490855e-09		True	True
TAF1C	0.3182195666277781	3.0062844214223684e-09		True	True
TAF1D	0.027892788279450697	0.6125671072843593		False	False
TAF1L	0.06189303743526945	0.26077134584521927		False	False
TAF2	0.3354516667341307	3.5685223844967526e-10		True	True
TAF5L	0.6269358035952031	1.1575553946179279e-37		True	True
TAF6	0.274919162083778	3.6041212625058693e-07		True	True
TAF7	0.23555198191364257	1.4447250503859254e-05		True	True
TAF7L	0.008542462410961555	0.8767686169054597		False	False
TAF9	0.3884446380724524	2.1138177974136248e-13		True	True
TAF9B	0.14093108957097478	0.010139189758070821		True	True
TAGAP	0.19357227795629664	0.000389110500280186		True	True
TAGLN	0.09149928893876731	0.09603222879400465		False	False
TAGLN2	0.27096836500227817	5.365854123322602e-07		True	True
TAGLN3	0.013969943518400894	0.7998070524543872		False	False
TAL2	0.06747094448609145	0.22014597771718605		False	False
TALDO1	0.25297427954093255	3.038867873261266e-06		True	True
TANK	0.02706394069614345	0.6231728394389261		False	False
TAPBP	0.22869460624211319	2.585708106369655e-05		True	True
TAPBPL	0.24168993083892648	8.452636489030814e-06		True	True
TARDBP	0.2362123324512044	1.3646998851146886e-05		True	True
TARM1	0.0653890316875743	0.2347454687482396		False	False
TARS	0.34096158672544546	1.754612002801145e-10		True	True
TAS1R1	-0.001843373811234364	0.9733067922810648		False	False
TAS1R2	0.0022649385464581736	0.9672053753056342		False	False
TAS2R1	0.010742250091215507	0.8453925469604197		False	False
TAS2R10	0.05246817879720327	0.3405563145261381		False	False
TAS2R13	-0.018815925116394107	0.7326672533922133		False	False
TAS2R14	0.11823344244223757	0.03125975469732356		False	False
TAS2R16	0.06831329845483095	0.21442712580520776		False	False
TAS2R20	0.17511210494189694	0.0013579266164195165		True	True
TAS2R3	-0.0010390402461191188	0.9849521393772388		False	False
TAS2R38	-0.024896889505560744	0.6512675197317674		False	False
TAS2R39	0.04450121014348865	0.4189795481675964		False	False
TAS2R4	0.05844218740989008	0.28834518940300846		False	False
TAS2R40	-0.08389000410807089	0.12714100168041054		False	False
TAS2R41	-0.04581435708234299	0.40537176949360654		False	False
TAS2R5	0.07866707677756328	0.15266149976303967		False	False
TAS2R50	0.09022015342308227	0.1007896265115732		False	False
TAS2R60	-0.026252436654660226	0.6336325946647876		False	False
TAS2R7	-0.016959477967074293	0.7581789304784508		False	False
TAS2R8	-0.05916336866051367	0.2824267243120613		False	False
TAS2R9	-0.12535751659647493	0.022340596755901523		True	False
TAT	0.1098846537792127	0.045424234655857924		False	False
TATDN1	0.387442316131895	2.4646153448847583e-13		True	True
TATDN3	0.48195571290461814	1.0315119429051848e-20		True	True
TAX1BP1	0.3269249657102962	1.0416243657861825e-09		True	True
TAX1BP3	0.3589105651981176	1.5739686537443392e-11		True	True
TAZ	0.07653753560255738	0.16411564394316747		False	False
TBC1D10A	0.2990654343540505	2.7546195826411775e-08		True	True
TBC1D10C	0.14604675094113592	0.007690417409731292		True	True
TBC1D13	0.30562381163884256	1.313431636677367e-08		True	True
TBC1D19	0.24278196137958508	7.672276229798914e-06		True	True
TBC1D2	0.23320464739285235	1.766769203221781e-05		True	True
TBC1D21	-0.023336960206304894	0.6718038702516484		False	False
TBC1D25	0.1617513554892278	0.003120402633635482		True	True
TBC1D29	0.15497662097199555	0.004650767638794977		True	True
TBC1D3P2	0.014847938854233796	0.7875166243190472		False	False
TBC1D7	0.07200252566864876	0.1906361599144316		False	False
TBC1D8B	0.15176139717896606	0.005590815042472819		True	True
TBCB	0.28520061672851776	1.241935797127283e-07		True	True
TBCC	0.3009617611565518	2.227798059375155e-08		True	True
TBCCD1	0.38046309543378304	7.076277232687614e-13		True	True
TBCK	0.13739609291061722	0.012213008293706784		True	True
TBK1	0.24715253173064783	5.182949528259878e-06		True	True
TBKBP1	0.08220754815075679	0.13497331730463763		False	False
TBL1XR1	0.355536750952974	2.5056162231864483e-11		True	True
TBL2	0.35012456354161076	5.222486903819051e-11		True	True
TBP	0.3974362558465861	5.207713656536719e-14		True	True
TBR1	0.10394247489594352	0.05850344519293505		False	False
TBRG1	0.22341038472768396	4.0012041525803516e-05		True	True
TBRG4	0.3223900185099709	1.8169264610243248e-09		True	True
TBX15	-0.06231987152829738	0.25749138230164165		False	False
TBX18	-0.08307549095463954	0.1308876677775512		False	False
TBX19	0.3693074557927764	3.6276333132116967e-12		True	True
TBX22	-0.006405063941262172	0.9074410618958079		False	False
TBX3	0.05340587669510391	0.33198482228956905		False	False
TBX4	0.04604615235793259	0.4029973368624521		False	False
TBX5	0.060623796276010826	0.27069418090606323		False	False
TCAM1P	0.10994641778228335	0.04530237152866105		False	False
TCAP	0.13271684591860197	0.015528664270003985		True	True
TCEAL1	0.1659375075058804	0.0024199353501579376		True	True
TCEAL2	0.07585127386260385	0.16794086481974366		False	False
TCEAL3	0.0607850698793487	0.26941926064537564		False	False
TCEAL4	0.07709033467572604	0.16108215885322133		False	False
TCEAL5	0.015852491514208967	0.7735191169820954		False	False
TCEAL6	0.07949963065909132	0.14835190342068763		False	False
TCEAL7	0.04997055160825223	0.3640685183264607		False	False
TCEAL8	0.18747720360234404	0.0005956065286249139		True	True
TCEANC	0.2006446224625698	0.00023358354413559313		True	True
TCEB1	0.5978142852539947	1.498654856218698e-33		True	True
TCEB3	0.30116980255042025	2.1763157295607323e-08		True	True
TCEB3B	0.038830196307745146	0.4807372156186628		False	False
TCEB3C	0.026469259566644986	0.6308306315367485		False	False
TCERG1	0.1081140462005256	0.049036441091078166		False	False
TCF12	0.2494175442885631	4.217382878080062e-06		True	True
TCF15	0.2536396775116546	2.856589265126458e-06		True	True
TCF19	0.36053322053147563	1.2561206217776893e-11		True	True
TCF20	0.3127354183496509	5.761556911299711e-09		True	True
TCF21	-0.06377087532188444	0.246554849307899		False	False
TCF23	0.07293475418463666	0.18494291856285355		False	False
TCF7	0.18051811069358292	0.0009532443028825531		True	True
TCFL5	0.4383396895914223	5.0759160076129387e-17		True	True
TCHH	0.04991948470412328	0.36455955760367786		False	False
TCHHL1	0.1020178850955582	0.06335521526081404		False	False
TCIRG1	0.06441425551303906	0.2418107392638179		False	False
TCL1A	0.14119468805390795	0.009997855063046814		True	True
TCOF1	0.21226831110348277	9.713766699224364e-05		True	True
TCP10L	0.14785356274554412	0.006960940016528165		True	True
TCP11	0.18949256743839513	0.0005181421854282812		True	True
TCP11L1	0.28642714718909507	1.0905451815839636e-07		True	True
TCP11L2	0.2103911548326235	0.00011229304611666729		True	True
TCTA	0.2978416166887958	3.1564792912033294e-08		True	True
TCTE3	0.1256856382585002	0.021989210261193822		True	True
TCTEX1D1	0.003010231232035497	0.9564234556355321		False	False
TCTEX1D2	0.061417482923932155	0.2644594464547994		False	False
TCTN1	0.15569626417565127	0.004460951495743701		True	True
TCTN2	0.20963285209423177	0.00011902325944812154		True	True
TCTN3	0.4681411466058334	1.7399156194321187e-19		True	True
TDG	0.20412053183086637	0.0001805903169118697		True	True
TDGF1	-0.02630843053429603	0.6329084927193471		False	False
TDH	0.03430478146829763	0.5333576352976988		False	False
TDO2	0.0400043220534557	0.4675598103944546		False	False
TDRD1	0.000789333456819348	0.9885682230967882		False	False
TDRD10	0.21361471274909627	8.747511126395624e-05		True	True
TDRD5	0.4471831769398055	9.978564757445166e-18		True	True
TDRD6	-0.01530665534621426	0.781116059158634		False	False
TDRD7	0.29744235756679993	3.2994204746696696e-08		True	True
TDRG1	0.2913540145443037	6.428904115124846e-08		True	True
TECPR1	0.25971065270869303	1.6116859582081436e-06		True	True
TECTA	0.20933932584277745	0.00012172863230231666		True	True
TECTB	0.13179076308081908	0.016271221400324304		True	True
TEDDM1	0.26044891674216175	1.5018460901515275e-06		True	True
TEF	0.2460762922358182	5.712410786766052e-06		True	True
TEK	-0.027942518791019506	0.6119332997372903		False	False
TEKT2	0.08268539637860046	0.13271198063481873		False	False
TEKT4	-0.12114384822719698	0.027303184089264965		True	False
TELO2	0.26895042596718316	6.559461341820586e-07		True	True
TEP1	0.12494598467731473	0.022788169372053958		True	True
TERF1	0.34490884929578075	1.0460535788004851e-10		True	True
TERF2IP	0.45256064476048513	3.625231799775695e-18		True	True
TES	0.2649124350499344	9.756559775791684e-07		True	True
TESK1	0.2871815606781048	1.006432993109378e-07		True	True
TEX10	0.17572512808904692	0.0013051738499934556		True	True
TEX12	-0.03408230330290148	0.5360173263081311		False	False
TEX13A	0.12658063353574459	0.021054986464566185		True	True
TEX13B	0.07327496160823482	0.18289672789386952		False	False
TEX14	0.23420603936157663	1.6218345474371522e-05		True	True
TEX15	-0.046365125997742555	0.39974347598915994		False	False
TEX19	0.17911719987225283	0.0010457882420241984		True	True
TEX261	0.3484172774524174	6.565079482862448e-11		True	True
TF	0.15934776563582545	0.003601277505205424		True	True
TFAM	0.30636643700450134	1.2063723217137305e-08		True	True
TFAMP1	0.10944734184575095	0.04629496129001056		False	False
TFAP2A	-0.0751510969998057	0.17191193582890016		False	False
TFAP2B	-0.14517158193086788	0.008067685423590907		True	False
TFAP2C	0.13116702556674462	0.016788687355066816		True	True
TFAP2E	0.0727427626735282	0.18610507562109593		False	False
TFAP4	0.10345484847193796	0.05970268726877469		False	False
TFCP2L1	0.021508576254295152	0.6961875716367953		False	False
TFDP2	0.45171506744462064	4.255959208175817e-18		True	True
TFDP3	0.05564452553099499	0.31208779870496917		False	False
TFE3	0.19501581209763402	0.0003511219766682527		True	True
TFEB	0.09170041690821706	0.09530073630924565		False	False
TFEC	0.0946590199744816	0.08504540770997383		False	False
TFF1	0.011705979905071492	0.8317201527184973		False	False
TFF3	-0.07313559784155917	0.18373290764828154		False	False
TFG	0.4920304927225669	1.210291455295882e-21		True	True
TFIP11	0.4490823389629845	6.992864561689017e-18		True	True
TFPI	-0.052281847305869086	0.34227623132595064		False	False
TFPI2	-0.11865498802286358	0.030657980834694298		False	False
TFPT	0.2658462780560756	8.905756686688073e-07		True	True
TFR2	0.049916452575544605	0.3645887263117248		False	False
TFRC	0.23373203388319908	1.6889732313609472e-05		True	True
TGDS	0.32973152268331013	7.347927093238371e-10		True	True
TGFA	0.09267697540525313	0.09181197102225609		False	False
TGFB1	0.08596191494393554	0.11798484317361133		False	False
TGFB1I1	0.11615701156591164	0.03437327268510336		False	False
TGFB2	0.0844584446672462	0.12457584517587868		False	False
TGFB3	0.15163976525836984	0.005629511577539421		True	True
TGFBI	0.0016510988702745962	0.9760901758046556		False	False
TGFBR1	0.21731912522793267	6.534524232509534e-05		True	True
TGFBRAP1	0.2034394026834524	0.00018999382575649157		True	True
TGIF1	-0.002202505934673732	0.9681088669192661		False	False
TGIF2LX	0.01706165486158636	0.7567676664750342		False	False
TGM1	0.07805096718655481	0.15591127453803025		False	False
TGM3	-0.07279685225752265	0.1857771199231831		False	False
TGM4	0.15707615908601968	0.004116414971194239		True	True
TGM5	-0.01249112879121192	0.8206184310588982		False	False
TGM6	0.008241350926624876	0.881079623940187		False	False
TGOLN2	0.12155794226406665	0.026776779320274405		True	True
TGS1	0.47636798495512694	3.284710371931603e-20		True	True
TH	-0.015081976867366294	0.7842492291890717		False	False
THAP1	0.22433185174797557	3.7106434587020254e-05		True	True
THAP10	0.29852824920749477	2.9245239604063007e-08		True	True
THAP11	0.4331367458683576	1.2930545741775563e-16		True	True
THAP2	0.06728531226343419	0.22142077277691205		False	False
THAP3	0.2237458277896009	3.893028036629855e-05		True	True
THAP5	0.19693136187697027	0.0003060293050881097		True	True
THAP6	0.18063085637858753	0.00094613478145615		True	True
THAP8	0.3720316862826225	2.4478691623557693e-12		True	True
THAP9	0.15044232117266473	0.006023507343829275		True	True
THBD	0.013097307436245426	0.8120715672081742		False	False
THBS1	0.04224717855849701	0.442951004763268		False	False
THBS4	-0.05076824031289301	0.35645176749825136		False	False
THG1L	0.25415221955319495	2.723353609732167e-06		True	True
THNSL1	0.36851034332138066	4.067306801341994e-12		True	True
THNSL2	0.0959880504383183	0.08073735780525215		False	False
THOC7	0.21694691654652593	6.73037933232726e-05		True	True
THOP1	0.29191485008184687	6.04969337085848e-08		True	True
THRSP	0.10429788924204307	0.057641964478308445		False	False
THSD1	0.18493651836721578	0.0007085482842880562		True	True
THUMPD1	0.20839263630893484	0.0001308525244173043		True	True
THUMPD2	0.17273694277285304	0.001581336391402544		True	True
THYN1	0.22014915798874624	5.211675884694146e-05		True	True
TIAF1	0.2277243907987658	2.8036919810364367e-05		True	True
TIAL1	0.48682214826282966	3.6966812695665646e-21		True	True
TICAM1	0.24643399622130147	5.5309656523970505e-06		True	True
TICAM2	0.11985631690855203	0.02899707688668103		False	False
TIE1	0.035779809068382386	0.5158935470667959		False	False
TIFA	0.14306147517259907	0.009045948169810313		True	True
TIFAB	0.07332779918887325	0.18258043865477208		False	False
TIGD1	0.1291187295974147	0.01859048889900967		True	True
TIGD2	0.20379459497243738	0.00018503441567477936		True	True
TIGD4	0.22637015163727806	3.137186539104576e-05		True	True
TIGD5	0.4968607855335656	4.223731472827514e-22		True	True
TIGD6	0.15223581770063646	0.005442153762185493		True	True
TIGD7	0.0634043777329716	0.24928614217511605		False	False
TIGIT	0.08840703489910678	0.1078511363378984		False	False
TIMD4	0.18002445910392223	0.0009849567515940346		True	True
TIMM10	0.22506458273310645	3.493950005088261e-05		True	True
TIMM13	0.29959694926431807	2.5959129430819588e-08		True	True
TIMM8A	0.07075135781005541	0.19847764354354513		False	False
TIMM8B	0.27955649164270646	2.24091446038917e-07		True	True
TIMM9	0.14621036961426667	0.0076216572711999995		True	True
TIMP1	0.03796823870811593	0.4905378438440572		False	False
TIMP3	0.06120411839055396	0.26612574456113364		False	False
TIMP4	-0.024092551439216965	0.6618249146819262		False	False
TINF2	0.35620161423308705	2.2872398488108822e-11		True	True
TIPARP	0.06563594164380651	0.23297917735160373		False	False
TIPIN	0.23359722261471758	1.7085444430212396e-05		True	True
TIPRL	0.5620850005114979	4.79020361156061e-29		True	True
TIRAP	0.16710549799418814	0.002251873628352557		True	True
TK1	0.3988602643394722	4.1551343908514565e-14		True	True
TK2	0.5426244154601897	8.179916184392925e-27		True	True
TKTL2	-0.06643437936574005	0.2273317862673436		False	False
TLCD1	0.24906389916524463	4.35590969938746e-06		True	True
TLE2	0.19910857283900077	0.0002613550686689336		True	True
TLE3	-0.009700340763223502	0.8602262706239092		False	False
TLE6	0.1782931386616319	0.0011040213028552764		True	True
TLK1	0.14112895821337426	0.010032933249492863		True	True
TLR1	0.1196130979740574	0.029326972525198336		False	False
TLR2	0.10972210437697354	0.04574626684378113		False	False
TLR3	0.25690497626989867	2.1034530863105885e-06		True	True
TLR4	0.08149601219173802	0.13839532066377927		False	False
TLR8	-0.0740930794837465	0.17804459274839904		False	False
TLR9	0.15920632370561832	0.003631562701410851		True	True
TLX1	0.03542470916315992	0.5200707213494125		False	False
TLX2	0.1227646538112816	0.025292253541201595		True	True
TLX3	0.0450774031931325	0.41297597135272046		False	False
TM2D2	0.4566506027508501	1.6582302930842749e-18		True	True
TM4SF1	0.17242591498853885	0.0016129642496561423		True	True
TM4SF18	-0.029533332907464366	0.5918131930762123		False	False
TM4SF20	0.05020236240513115	0.36184469605958425		False	False
TM4SF4	0.07586918129148887	0.16784020929889223		False	False
TM4SF5	-0.050037481195050755	0.363425573367813		False	False
TM6SF1	0.15815576027622263	0.0038638207160205146		True	True
TM6SF2	0.17974782461232983	0.0010031502464356867		True	True
TM7SF3	0.21053622254029447	0.00011104693717967831		True	True
TM9SF1	0.3591401458478251	1.5246467936085188e-11		True	True
TMBIM4	0.11056140107684863	0.04410387796323698		False	False
TMC3	0.04082310969853878	0.45848967128618123		False	False
TMC6	0.20739755873694726	0.00014113183811715151		True	True
TMC7	0.09814754953631184	0.0741150150547078		False	False
TMC8	0.1512548537026439	0.00575355906123892		True	True
TMCO1	0.18042821253218994	0.0009589483652422135		True	True
TMCO5A	0.0915547206781311	0.09583018118771343		False	False
TMCO6	0.16185820289910702	0.0031004463282173333		True	True
TMED1	0.3771843600836989	1.1514735230598658e-12		True	True
TMED2	0.21246003220853216	9.570302170650828e-05		True	True
TMED4	0.23796870864885727	1.1718323321798214e-05		True	True
TMED5	0.03543298727252505	0.5199731455639179		False	False
TMED8	0.16883777203927366	0.002022158320890302		True	True
TMED9	0.17191835901120722	0.0016658235236227082		True	True
TMEFF1	-0.08327505834463034	0.12996188965125208		False	False
TMEM100	0.11562493527134672	0.03521229287910797		False	False
TMEM101	0.04183808922401418	0.4473838187096062		False	False
TMEM102	0.3363503681260005	3.181384479735317e-10		True	True
TMEM106A	0.1744593016166728	0.001416249573896597		True	True
TMEM107	0.5052155856609999	6.570051247443755e-23		True	True
TMEM108	0.1365832091381938	0.012739764818448941		True	True
TMEM109	0.22697447220765124	2.9839785031484114e-05		True	True
TMEM114	0.10599354918394273	0.05367518186580187		False	False
TMEM115	0.37314212269472075	2.083012505844822e-12		True	True
TMEM120A	0.27919959649509085	2.3251077264898024e-07		True	True
TMEM125	0.16949722658367267	0.0019404868454572866		True	True
TMEM126B	0.16026763905540967	0.003409832859641041		True	True
TMEM127	0.5039842406192041	8.671048602394607e-23		True	True
TMEM128	0.33108303036208014	6.203480015547069e-10		True	True
TMEM129	0.40739076524250245	1.050057754812242e-14		True	True
TMEM132C	0.14100561465657097	0.010099052867917959		True	True
TMEM133	0.09895422274585883	0.0717575623651428		False	False
TMEM134	0.15706923803849296	0.004118081318813081		True	True
TMEM136	0.16997385701675627	0.001883346922928235		True	True
TMEM138	0.26813182381592626	7.112986629662967e-07		True	True
TMEM139	0.22001101180294946	5.2698993315921306e-05		True	True
TMEM140	0.32673620258077424	1.0662240539409652e-09		True	True
TMEM141	0.2623664968970158	1.2490098231916596e-06		True	True
TMEM145	-0.010673998732209347	0.8463626368358412		False	False
TMEM147	0.3013529884242234	2.1319375503386318e-08		True	True
TMEM14B	0.21351981917832197	8.812535632140598e-05		True	True
TMEM14E	0.10404851787424023	0.058245302890512544		False	False
TMEM150A	0.27613378822457324	3.185016732617528e-07		True	True
TMEM150B	0.15076720499642216	0.005914236956161357		True	True
TMEM150C	0.07560843960201757	0.169310264957095		False	False
TMEM151A	0.06851530862536699	0.21307164846896123		False	False
TMEM151B	0.14683746496413536	0.0073631754389802745		True	True
TMEM155	-0.11141974340627903	0.042475753828999235		False	False
TMEM156	0.16376759596108192	0.002762811735882715		True	True
TMEM158	0.03575149931372494	0.516225928659162		False	False
TMEM159	0.09578146500890979	0.08139518426226161		False	False
TMEM160	0.20489676681507726	0.00017040548819475466		True	True
TMEM161B	0.24521513390641161	6.1727819125411135e-06		True	True
TMEM163	0.11110967188934093	0.04305796863928594		False	False
TMEM167A	0.2005321392554343	0.00023551974243526366		True	True
TMEM167B	0.0709751620410631	0.1970580126519284		False	False
TMEM168	0.1637832091281765	0.0027601943642731963		True	True
TMEM169	0.17430602171246123	0.0014302731248749248		True	True
