filename	barcode(s)
unc.edu.b36b5a17-972f-442a-84a0-469099a619ec.1160534.junction_quantification.txt	TCGA-AR-A0U3-01A-11R-A109-07
unc.edu.b36b5a17-972f-442a-84a0-469099a619ec.1162039.rsem.genes.results	TCGA-AR-A0U3-01A-11R-A109-07
unc.edu.b36b5a17-972f-442a-84a0-469099a619ec.1162040.rsem.isoforms.results	TCGA-AR-A0U3-01A-11R-A109-07
unc.edu.b36b5a17-972f-442a-84a0-469099a619ec.1162059.rsem.genes.normalized_results	TCGA-AR-A0U3-01A-11R-A109-07
unc.edu.b36b5a17-972f-442a-84a0-469099a619ec.1162060.rsem.isoforms.normalized_results	TCGA-AR-A0U3-01A-11R-A109-07
unc.edu.b36b5a17-972f-442a-84a0-469099a619ec.1764086.bt.exon_quantification.txt	TCGA-AR-A0U3-01A-11R-A109-07
unc.edu.b3ac6331-6c8f-4165-add7-482aadf7fa68.1142666.junction_quantification.txt	TCGA-A2-A0YF-01A-21R-A109-07
unc.edu.b3ac6331-6c8f-4165-add7-482aadf7fa68.1145762.rsem.genes.results	TCGA-A2-A0YF-01A-21R-A109-07
unc.edu.b3ac6331-6c8f-4165-add7-482aadf7fa68.1145763.rsem.isoforms.results	TCGA-A2-A0YF-01A-21R-A109-07
unc.edu.b3ac6331-6c8f-4165-add7-482aadf7fa68.1146330.rsem.genes.normalized_results	TCGA-A2-A0YF-01A-21R-A109-07
unc.edu.b3ac6331-6c8f-4165-add7-482aadf7fa68.1146343.rsem.isoforms.normalized_results	TCGA-A2-A0YF-01A-21R-A109-07
unc.edu.b3ac6331-6c8f-4165-add7-482aadf7fa68.1768637.bt.exon_quantification.txt	TCGA-A2-A0YF-01A-21R-A109-07
unc.edu.b5ab3b76-36f6-45a7-acad-77288da0d13c.1126608.junction_quantification.txt	TCGA-E2-A153-11A-31R-A12D-07
unc.edu.b5ab3b76-36f6-45a7-acad-77288da0d13c.1129207.rsem.genes.results	TCGA-E2-A153-11A-31R-A12D-07
unc.edu.b5ab3b76-36f6-45a7-acad-77288da0d13c.1129208.rsem.isoforms.results	TCGA-E2-A153-11A-31R-A12D-07
unc.edu.b5ab3b76-36f6-45a7-acad-77288da0d13c.1130611.rsem.genes.normalized_results	TCGA-E2-A153-11A-31R-A12D-07
unc.edu.b5ab3b76-36f6-45a7-acad-77288da0d13c.1130618.rsem.isoforms.normalized_results	TCGA-E2-A153-11A-31R-A12D-07
unc.edu.b5ab3b76-36f6-45a7-acad-77288da0d13c.1766460.bt.exon_quantification.txt	TCGA-E2-A153-11A-31R-A12D-07
unc.edu.b5de3654-8983-45ab-a83a-d15284740d39.1143090.junction_quantification.txt	TCGA-A2-A0T7-01A-21R-A084-07
unc.edu.b5de3654-8983-45ab-a83a-d15284740d39.1145609.rsem.genes.results	TCGA-A2-A0T7-01A-21R-A084-07
unc.edu.b5de3654-8983-45ab-a83a-d15284740d39.1145610.rsem.isoforms.results	TCGA-A2-A0T7-01A-21R-A084-07
unc.edu.b5de3654-8983-45ab-a83a-d15284740d39.1146037.rsem.genes.normalized_results	TCGA-A2-A0T7-01A-21R-A084-07
unc.edu.b5de3654-8983-45ab-a83a-d15284740d39.1146040.rsem.isoforms.normalized_results	TCGA-A2-A0T7-01A-21R-A084-07
unc.edu.b5de3654-8983-45ab-a83a-d15284740d39.1769263.bt.exon_quantification.txt	TCGA-A2-A0T7-01A-21R-A084-07
unc.edu.b5ec5184-90d6-4b74-b08c-e39af59bc807.1142317.junction_quantification.txt	TCGA-B6-A0X7-01A-11R-A10J-07
unc.edu.b5ec5184-90d6-4b74-b08c-e39af59bc807.1144642.rsem.genes.results	TCGA-B6-A0X7-01A-11R-A10J-07
unc.edu.b5ec5184-90d6-4b74-b08c-e39af59bc807.1144643.rsem.isoforms.results	TCGA-B6-A0X7-01A-11R-A10J-07
unc.edu.b5ec5184-90d6-4b74-b08c-e39af59bc807.1145093.rsem.genes.normalized_results	TCGA-B6-A0X7-01A-11R-A10J-07
unc.edu.b5ec5184-90d6-4b74-b08c-e39af59bc807.1145098.rsem.isoforms.normalized_results	TCGA-B6-A0X7-01A-11R-A10J-07
unc.edu.b5ec5184-90d6-4b74-b08c-e39af59bc807.1768173.bt.exon_quantification.txt	TCGA-B6-A0X7-01A-11R-A10J-07
unc.edu.b5eeba4f-8e46-4084-9054-961ea524cf72.1151573.junction_quantification.txt	TCGA-AO-A0JJ-01A-11R-A056-07
unc.edu.b5eeba4f-8e46-4084-9054-961ea524cf72.1153909.rsem.genes.results	TCGA-AO-A0JJ-01A-11R-A056-07
unc.edu.b5eeba4f-8e46-4084-9054-961ea524cf72.1153910.rsem.isoforms.results	TCGA-AO-A0JJ-01A-11R-A056-07
unc.edu.b5eeba4f-8e46-4084-9054-961ea524cf72.1153941.rsem.genes.normalized_results	TCGA-AO-A0JJ-01A-11R-A056-07
unc.edu.b5eeba4f-8e46-4084-9054-961ea524cf72.1153942.rsem.isoforms.normalized_results	TCGA-AO-A0JJ-01A-11R-A056-07
unc.edu.b5eeba4f-8e46-4084-9054-961ea524cf72.1770266.bt.exon_quantification.txt	TCGA-AO-A0JJ-01A-11R-A056-07
unc.edu.b62f3825-9634-4252-b841-4c455a007353.1148073.junction_quantification.txt	TCGA-A8-A0AD-01A-11R-A056-07
unc.edu.b62f3825-9634-4252-b841-4c455a007353.1150417.rsem.genes.results	TCGA-A8-A0AD-01A-11R-A056-07
unc.edu.b62f3825-9634-4252-b841-4c455a007353.1150418.rsem.isoforms.results	TCGA-A8-A0AD-01A-11R-A056-07
unc.edu.b62f3825-9634-4252-b841-4c455a007353.1150657.rsem.genes.normalized_results	TCGA-A8-A0AD-01A-11R-A056-07
unc.edu.b62f3825-9634-4252-b841-4c455a007353.1150660.rsem.isoforms.normalized_results	TCGA-A8-A0AD-01A-11R-A056-07
unc.edu.b62f3825-9634-4252-b841-4c455a007353.1770240.bt.exon_quantification.txt	TCGA-A8-A0AD-01A-11R-A056-07
unc.edu.b6302c6b-2bab-40b1-b835-7f285719fff5.1167313.junction_quantification.txt	TCGA-BH-A0E1-11A-13R-A089-07
unc.edu.b6302c6b-2bab-40b1-b835-7f285719fff5.1170654.rsem.genes.results	TCGA-BH-A0E1-11A-13R-A089-07
unc.edu.b6302c6b-2bab-40b1-b835-7f285719fff5.1170655.rsem.isoforms.results	TCGA-BH-A0E1-11A-13R-A089-07
unc.edu.b6302c6b-2bab-40b1-b835-7f285719fff5.1170714.rsem.isoforms.normalized_results	TCGA-BH-A0E1-11A-13R-A089-07
unc.edu.b6302c6b-2bab-40b1-b835-7f285719fff5.1170717.rsem.genes.normalized_results	TCGA-BH-A0E1-11A-13R-A089-07
unc.edu.b6302c6b-2bab-40b1-b835-7f285719fff5.1764850.bt.exon_quantification.txt	TCGA-BH-A0E1-11A-13R-A089-07
unc.edu.b6ed3dfa-4d81-4e5c-9c1a-166894f92752.1291942.junction_quantification.txt	TCGA-E2-A156-01A-11R-A12D-07
unc.edu.b6ed3dfa-4d81-4e5c-9c1a-166894f92752.1292920.rsem.genes.results	TCGA-E2-A156-01A-11R-A12D-07
unc.edu.b6ed3dfa-4d81-4e5c-9c1a-166894f92752.1292921.rsem.isoforms.results	TCGA-E2-A156-01A-11R-A12D-07
unc.edu.b6ed3dfa-4d81-4e5c-9c1a-166894f92752.1292975.rsem.genes.normalized_results	TCGA-E2-A156-01A-11R-A12D-07
unc.edu.b6ed3dfa-4d81-4e5c-9c1a-166894f92752.1292976.rsem.isoforms.normalized_results	TCGA-E2-A156-01A-11R-A12D-07
unc.edu.b6ed3dfa-4d81-4e5c-9c1a-166894f92752.1766831.bt.exon_quantification.txt	TCGA-E2-A156-01A-11R-A12D-07
unc.edu.b713c549-0c1f-4c64-bffd-a3b5b693d5a6.1170278.junction_quantification.txt	TCGA-AN-A04C-01A-21R-A034-07
unc.edu.b713c549-0c1f-4c64-bffd-a3b5b693d5a6.1174505.rsem.genes.results	TCGA-AN-A04C-01A-21R-A034-07
unc.edu.b713c549-0c1f-4c64-bffd-a3b5b693d5a6.1174506.rsem.isoforms.results	TCGA-AN-A04C-01A-21R-A034-07
unc.edu.b713c549-0c1f-4c64-bffd-a3b5b693d5a6.1174635.rsem.isoforms.normalized_results	TCGA-AN-A04C-01A-21R-A034-07
unc.edu.b713c549-0c1f-4c64-bffd-a3b5b693d5a6.1174640.rsem.genes.normalized_results	TCGA-AN-A04C-01A-21R-A034-07
unc.edu.b713c549-0c1f-4c64-bffd-a3b5b693d5a6.1771073.bt.exon_quantification.txt	TCGA-AN-A04C-01A-21R-A034-07
unc.edu.b77f4222-9000-4485-8728-8864780ebcb8.1141352.junction_quantification.txt	TCGA-AN-A0XS-01A-22R-A109-07
unc.edu.b77f4222-9000-4485-8728-8864780ebcb8.1144456.rsem.genes.results	TCGA-AN-A0XS-01A-22R-A109-07
unc.edu.b77f4222-9000-4485-8728-8864780ebcb8.1144457.rsem.isoforms.results	TCGA-AN-A0XS-01A-22R-A109-07
unc.edu.b77f4222-9000-4485-8728-8864780ebcb8.1144986.rsem.isoforms.normalized_results	TCGA-AN-A0XS-01A-22R-A109-07
unc.edu.b77f4222-9000-4485-8728-8864780ebcb8.1144987.rsem.genes.normalized_results	TCGA-AN-A0XS-01A-22R-A109-07
unc.edu.b77f4222-9000-4485-8728-8864780ebcb8.1768181.bt.exon_quantification.txt	TCGA-AN-A0XS-01A-22R-A109-07
unc.edu.b9a1f505-713e-4044-b76e-57134a4802f1.1137941.junction_quantification.txt	TCGA-BH-A0DE-01A-11R-A115-07
unc.edu.b9a1f505-713e-4044-b76e-57134a4802f1.1142285.rsem.genes.results	TCGA-BH-A0DE-01A-11R-A115-07
unc.edu.b9a1f505-713e-4044-b76e-57134a4802f1.1142286.rsem.isoforms.results	TCGA-BH-A0DE-01A-11R-A115-07
unc.edu.b9a1f505-713e-4044-b76e-57134a4802f1.1142303.rsem.genes.normalized_results	TCGA-BH-A0DE-01A-11R-A115-07
unc.edu.b9a1f505-713e-4044-b76e-57134a4802f1.1142304.rsem.isoforms.normalized_results	TCGA-BH-A0DE-01A-11R-A115-07
unc.edu.b9a1f505-713e-4044-b76e-57134a4802f1.1767690.bt.exon_quantification.txt	TCGA-BH-A0DE-01A-11R-A115-07
unc.edu.b9bb3fb2-5692-4e7b-9353-45db1d58843f.1138978.junction_quantification.txt	TCGA-E2-A105-01A-11R-A10J-07
unc.edu.b9bb3fb2-5692-4e7b-9353-45db1d58843f.1143179.rsem.genes.results	TCGA-E2-A105-01A-11R-A10J-07
unc.edu.b9bb3fb2-5692-4e7b-9353-45db1d58843f.1143180.rsem.isoforms.results	TCGA-E2-A105-01A-11R-A10J-07
unc.edu.b9bb3fb2-5692-4e7b-9353-45db1d58843f.1143225.rsem.isoforms.normalized_results	TCGA-E2-A105-01A-11R-A10J-07
unc.edu.b9bb3fb2-5692-4e7b-9353-45db1d58843f.1143230.rsem.genes.normalized_results	TCGA-E2-A105-01A-11R-A10J-07
unc.edu.b9bb3fb2-5692-4e7b-9353-45db1d58843f.1768056.bt.exon_quantification.txt	TCGA-E2-A105-01A-11R-A10J-07
unc.edu.bae23acf-5981-4071-a7e1-6363ab128561.1157255.junction_quantification.txt	TCGA-A8-A0A7-01A-11R-A00Z-07
unc.edu.bae23acf-5981-4071-a7e1-6363ab128561.1160884.rsem.genes.results	TCGA-A8-A0A7-01A-11R-A00Z-07
unc.edu.bae23acf-5981-4071-a7e1-6363ab128561.1160885.rsem.isoforms.results	TCGA-A8-A0A7-01A-11R-A00Z-07
unc.edu.bae23acf-5981-4071-a7e1-6363ab128561.1160939.rsem.genes.normalized_results	TCGA-A8-A0A7-01A-11R-A00Z-07
unc.edu.bae23acf-5981-4071-a7e1-6363ab128561.1160945.rsem.isoforms.normalized_results	TCGA-A8-A0A7-01A-11R-A00Z-07
unc.edu.bae23acf-5981-4071-a7e1-6363ab128561.1771029.bt.exon_quantification.txt	TCGA-A8-A0A7-01A-11R-A00Z-07
unc.edu.bb07b646-1dcc-4cf5-9aae-1df150e84a84.1309006.junction_quantification.txt	TCGA-AR-A1AU-01A-11R-A12P-07
unc.edu.bb07b646-1dcc-4cf5-9aae-1df150e84a84.1310558.rsem.genes.results	TCGA-AR-A1AU-01A-11R-A12P-07
unc.edu.bb07b646-1dcc-4cf5-9aae-1df150e84a84.1310559.rsem.isoforms.results	TCGA-AR-A1AU-01A-11R-A12P-07
unc.edu.bb07b646-1dcc-4cf5-9aae-1df150e84a84.1310583.rsem.isoforms.normalized_results	TCGA-AR-A1AU-01A-11R-A12P-07
unc.edu.bb07b646-1dcc-4cf5-9aae-1df150e84a84.1310584.rsem.genes.normalized_results	TCGA-AR-A1AU-01A-11R-A12P-07
unc.edu.bb07b646-1dcc-4cf5-9aae-1df150e84a84.1766084.bt.exon_quantification.txt	TCGA-AR-A1AU-01A-11R-A12P-07
unc.edu.bbca4523-28a7-416c-98a8-02c3350705fc.1140047.junction_quantification.txt	TCGA-AO-A03U-01B-21R-A10J-07
unc.edu.bbca4523-28a7-416c-98a8-02c3350705fc.1144266.rsem.genes.results	TCGA-AO-A03U-01B-21R-A10J-07
unc.edu.bbca4523-28a7-416c-98a8-02c3350705fc.1144267.rsem.isoforms.results	TCGA-AO-A03U-01B-21R-A10J-07
unc.edu.bbca4523-28a7-416c-98a8-02c3350705fc.1144511.rsem.isoforms.normalized_results	TCGA-AO-A03U-01B-21R-A10J-07
unc.edu.bbca4523-28a7-416c-98a8-02c3350705fc.1144512.rsem.genes.normalized_results	TCGA-AO-A03U-01B-21R-A10J-07
unc.edu.bbca4523-28a7-416c-98a8-02c3350705fc.1768109.bt.exon_quantification.txt	TCGA-AO-A03U-01B-21R-A10J-07
unc.edu.bc387ac9-46c2-49b5-9dbb-2d2b5ea2d437.1167323.junction_quantification.txt	TCGA-BH-A0B3-11B-21R-A089-07
unc.edu.bc387ac9-46c2-49b5-9dbb-2d2b5ea2d437.1170718.rsem.genes.results	TCGA-BH-A0B3-11B-21R-A089-07
unc.edu.bc387ac9-46c2-49b5-9dbb-2d2b5ea2d437.1170719.rsem.isoforms.results	TCGA-BH-A0B3-11B-21R-A089-07
unc.edu.bc387ac9-46c2-49b5-9dbb-2d2b5ea2d437.1170751.rsem.genes.normalized_results	TCGA-BH-A0B3-11B-21R-A089-07
unc.edu.bc387ac9-46c2-49b5-9dbb-2d2b5ea2d437.1170752.rsem.isoforms.normalized_results	TCGA-BH-A0B3-11B-21R-A089-07
unc.edu.bc387ac9-46c2-49b5-9dbb-2d2b5ea2d437.1764486.bt.exon_quantification.txt	TCGA-BH-A0B3-11B-21R-A089-07
unc.edu.bcd8ae7a-cd43-4781-9ce3-8c87b92dd69d.1140952.junction_quantification.txt	TCGA-AQ-A04H-01B-11R-A10J-07
unc.edu.bcd8ae7a-cd43-4781-9ce3-8c87b92dd69d.1144678.rsem.genes.results	TCGA-AQ-A04H-01B-11R-A10J-07
unc.edu.bcd8ae7a-cd43-4781-9ce3-8c87b92dd69d.1144679.rsem.isoforms.results	TCGA-AQ-A04H-01B-11R-A10J-07
unc.edu.bcd8ae7a-cd43-4781-9ce3-8c87b92dd69d.1145161.rsem.genes.normalized_results	TCGA-AQ-A04H-01B-11R-A10J-07
unc.edu.bcd8ae7a-cd43-4781-9ce3-8c87b92dd69d.1145167.rsem.isoforms.normalized_results	TCGA-AQ-A04H-01B-11R-A10J-07
unc.edu.bcd8ae7a-cd43-4781-9ce3-8c87b92dd69d.1768176.bt.exon_quantification.txt	TCGA-AQ-A04H-01B-11R-A10J-07
unc.edu.bcf768ee-138c-42a4-a3bf-b8d509c644d9.1137500.junction_quantification.txt	TCGA-E2-A14Z-01A-11R-A115-07
unc.edu.bcf768ee-138c-42a4-a3bf-b8d509c644d9.1140566.rsem.genes.results	TCGA-E2-A14Z-01A-11R-A115-07
unc.edu.bcf768ee-138c-42a4-a3bf-b8d509c644d9.1140567.rsem.isoforms.results	TCGA-E2-A14Z-01A-11R-A115-07
unc.edu.bcf768ee-138c-42a4-a3bf-b8d509c644d9.1141263.rsem.isoforms.normalized_results	TCGA-E2-A14Z-01A-11R-A115-07
unc.edu.bcf768ee-138c-42a4-a3bf-b8d509c644d9.1141269.rsem.genes.normalized_results	TCGA-E2-A14Z-01A-11R-A115-07
unc.edu.bcf768ee-138c-42a4-a3bf-b8d509c644d9.1767614.bt.exon_quantification.txt	TCGA-E2-A14Z-01A-11R-A115-07
unc.edu.bd51f90a-ec67-4a7d-87bf-9d85acd65d51.1168925.junction_quantification.txt	TCGA-A2-A0D0-01A-11R-A00Z-07
unc.edu.bd51f90a-ec67-4a7d-87bf-9d85acd65d51.1173451.rsem.genes.results	TCGA-A2-A0D0-01A-11R-A00Z-07
unc.edu.bd51f90a-ec67-4a7d-87bf-9d85acd65d51.1173452.rsem.isoforms.results	TCGA-A2-A0D0-01A-11R-A00Z-07
unc.edu.bd51f90a-ec67-4a7d-87bf-9d85acd65d51.1173496.rsem.genes.normalized_results	TCGA-A2-A0D0-01A-11R-A00Z-07
unc.edu.bd51f90a-ec67-4a7d-87bf-9d85acd65d51.1173497.rsem.isoforms.normalized_results	TCGA-A2-A0D0-01A-11R-A00Z-07
unc.edu.bd51f90a-ec67-4a7d-87bf-9d85acd65d51.1764880.bt.exon_quantification.txt	TCGA-A2-A0D0-01A-11R-A00Z-07
unc.edu.be1f09ae-deec-45d7-8504-fea3f6e7feb4.1144173.junction_quantification.txt	TCGA-B6-A0RS-01A-11R-A084-07
unc.edu.be1f09ae-deec-45d7-8504-fea3f6e7feb4.1146683.rsem.genes.results	TCGA-B6-A0RS-01A-11R-A084-07
unc.edu.be1f09ae-deec-45d7-8504-fea3f6e7feb4.1146684.rsem.isoforms.results	TCGA-B6-A0RS-01A-11R-A084-07
unc.edu.be1f09ae-deec-45d7-8504-fea3f6e7feb4.1147019.rsem.genes.normalized_results	TCGA-B6-A0RS-01A-11R-A084-07
unc.edu.be1f09ae-deec-45d7-8504-fea3f6e7feb4.1147022.rsem.isoforms.normalized_results	TCGA-B6-A0RS-01A-11R-A084-07
unc.edu.be1f09ae-deec-45d7-8504-fea3f6e7feb4.1769269.bt.exon_quantification.txt	TCGA-B6-A0RS-01A-11R-A084-07
unc.edu.be4b0243-555a-4e4b-94fb-af6ba60058d0.1126544.junction_quantification.txt	TCGA-E2-A153-01A-12R-A12D-07
unc.edu.be4b0243-555a-4e4b-94fb-af6ba60058d0.1128904.rsem.genes.results	TCGA-E2-A153-01A-12R-A12D-07
unc.edu.be4b0243-555a-4e4b-94fb-af6ba60058d0.1128905.rsem.isoforms.results	TCGA-E2-A153-01A-12R-A12D-07
unc.edu.be4b0243-555a-4e4b-94fb-af6ba60058d0.1130559.rsem.isoforms.normalized_results	TCGA-E2-A153-01A-12R-A12D-07
unc.edu.be4b0243-555a-4e4b-94fb-af6ba60058d0.1130563.rsem.genes.normalized_results	TCGA-E2-A153-01A-12R-A12D-07
unc.edu.be4b0243-555a-4e4b-94fb-af6ba60058d0.1766457.bt.exon_quantification.txt	TCGA-E2-A153-01A-12R-A12D-07
unc.edu.be8c1926-064b-4a2f-9345-e34f0dc78bff.1126773.junction_quantification.txt	TCGA-E2-A152-01A-11R-A12D-07
unc.edu.be8c1926-064b-4a2f-9345-e34f0dc78bff.1129418.rsem.genes.results	TCGA-E2-A152-01A-11R-A12D-07
unc.edu.be8c1926-064b-4a2f-9345-e34f0dc78bff.1129419.rsem.isoforms.results	TCGA-E2-A152-01A-11R-A12D-07
unc.edu.be8c1926-064b-4a2f-9345-e34f0dc78bff.1130712.rsem.isoforms.normalized_results	TCGA-E2-A152-01A-11R-A12D-07
unc.edu.be8c1926-064b-4a2f-9345-e34f0dc78bff.1130716.rsem.genes.normalized_results	TCGA-E2-A152-01A-11R-A12D-07
unc.edu.be8c1926-064b-4a2f-9345-e34f0dc78bff.1766482.bt.exon_quantification.txt	TCGA-E2-A152-01A-11R-A12D-07
unc.edu.bf23a402-18ab-47b7-8bca-a9b01eeaf605.1154458.junction_quantification.txt	TCGA-BH-A0BD-01A-11R-A034-07
unc.edu.bf23a402-18ab-47b7-8bca-a9b01eeaf605.1157588.rsem.genes.results	TCGA-BH-A0BD-01A-11R-A034-07
unc.edu.bf23a402-18ab-47b7-8bca-a9b01eeaf605.1157589.rsem.isoforms.results	TCGA-BH-A0BD-01A-11R-A034-07
unc.edu.bf23a402-18ab-47b7-8bca-a9b01eeaf605.1158497.rsem.isoforms.normalized_results	TCGA-BH-A0BD-01A-11R-A034-07
unc.edu.bf23a402-18ab-47b7-8bca-a9b01eeaf605.1158500.rsem.genes.normalized_results	TCGA-BH-A0BD-01A-11R-A034-07
unc.edu.bf23a402-18ab-47b7-8bca-a9b01eeaf605.1770681.bt.exon_quantification.txt	TCGA-BH-A0BD-01A-11R-A034-07
unc.edu.bfc39e77-7a26-4699-a4a3-217d4ea9425b.1137657.junction_quantification.txt	TCGA-BH-A0E9-01B-11R-A115-07
unc.edu.bfc39e77-7a26-4699-a4a3-217d4ea9425b.1142478.rsem.genes.results	TCGA-BH-A0E9-01B-11R-A115-07
unc.edu.bfc39e77-7a26-4699-a4a3-217d4ea9425b.1142479.rsem.isoforms.results	TCGA-BH-A0E9-01B-11R-A115-07
unc.edu.bfc39e77-7a26-4699-a4a3-217d4ea9425b.1142502.rsem.isoforms.normalized_results	TCGA-BH-A0E9-01B-11R-A115-07
unc.edu.bfc39e77-7a26-4699-a4a3-217d4ea9425b.1142509.rsem.genes.normalized_results	TCGA-BH-A0E9-01B-11R-A115-07
unc.edu.bfc39e77-7a26-4699-a4a3-217d4ea9425b.1767640.bt.exon_quantification.txt	TCGA-BH-A0E9-01B-11R-A115-07
unc.edu.bfeed1cc-e0f8-493f-a950-829ecb3acccc.1128491.junction_quantification.txt	TCGA-BH-A1EU-01A-11R-A137-07
unc.edu.bfeed1cc-e0f8-493f-a950-829ecb3acccc.1133770.rsem.genes.results	TCGA-BH-A1EU-01A-11R-A137-07
unc.edu.bfeed1cc-e0f8-493f-a950-829ecb3acccc.1133771.rsem.isoforms.results	TCGA-BH-A1EU-01A-11R-A137-07
unc.edu.bfeed1cc-e0f8-493f-a950-829ecb3acccc.1133783.rsem.genes.normalized_results	TCGA-BH-A1EU-01A-11R-A137-07
unc.edu.bfeed1cc-e0f8-493f-a950-829ecb3acccc.1133784.rsem.isoforms.normalized_results	TCGA-BH-A1EU-01A-11R-A137-07
unc.edu.bfeed1cc-e0f8-493f-a950-829ecb3acccc.1766104.bt.exon_quantification.txt	TCGA-BH-A1EU-01A-11R-A137-07
unc.edu.c1190b96-b6cf-4cd5-8c4e-bc57d964a557.1140027.junction_quantification.txt	TCGA-A2-A0YD-01A-11R-A109-07
unc.edu.c1190b96-b6cf-4cd5-8c4e-bc57d964a557.1143909.rsem.genes.results	TCGA-A2-A0YD-01A-11R-A109-07
unc.edu.c1190b96-b6cf-4cd5-8c4e-bc57d964a557.1143910.rsem.isoforms.results	TCGA-A2-A0YD-01A-11R-A109-07
unc.edu.c1190b96-b6cf-4cd5-8c4e-bc57d964a557.1143954.rsem.genes.normalized_results	TCGA-A2-A0YD-01A-11R-A109-07
unc.edu.c1190b96-b6cf-4cd5-8c4e-bc57d964a557.1143957.rsem.isoforms.normalized_results	TCGA-A2-A0YD-01A-11R-A109-07
unc.edu.c1190b96-b6cf-4cd5-8c4e-bc57d964a557.1768099.bt.exon_quantification.txt	TCGA-A2-A0YD-01A-11R-A109-07
unc.edu.c13962b2-674a-4edc-a7c8-c077ab86d198.1133204.junction_quantification.txt	TCGA-C8-A12T-01A-11R-A115-07
unc.edu.c13962b2-674a-4edc-a7c8-c077ab86d198.1135421.rsem.genes.results	TCGA-C8-A12T-01A-11R-A115-07
unc.edu.c13962b2-674a-4edc-a7c8-c077ab86d198.1135422.rsem.isoforms.results	TCGA-C8-A12T-01A-11R-A115-07
unc.edu.c13962b2-674a-4edc-a7c8-c077ab86d198.1136899.rsem.genes.normalized_results	TCGA-C8-A12T-01A-11R-A115-07
unc.edu.c13962b2-674a-4edc-a7c8-c077ab86d198.1136908.rsem.isoforms.normalized_results	TCGA-C8-A12T-01A-11R-A115-07
unc.edu.c13962b2-674a-4edc-a7c8-c077ab86d198.1767601.bt.exon_quantification.txt	TCGA-C8-A12T-01A-11R-A115-07
unc.edu.c14f7362-25c3-4e1a-acd7-871bb22ea8a3.1313701.junction_quantification.txt	TCGA-A8-A09T-01A-11R-A00Z-07
unc.edu.c14f7362-25c3-4e1a-acd7-871bb22ea8a3.1314253.rsem.genes.results	TCGA-A8-A09T-01A-11R-A00Z-07
unc.edu.c14f7362-25c3-4e1a-acd7-871bb22ea8a3.1314254.rsem.isoforms.results	TCGA-A8-A09T-01A-11R-A00Z-07
unc.edu.c14f7362-25c3-4e1a-acd7-871bb22ea8a3.1314278.rsem.genes.normalized_results	TCGA-A8-A09T-01A-11R-A00Z-07
unc.edu.c14f7362-25c3-4e1a-acd7-871bb22ea8a3.1314279.rsem.isoforms.normalized_results	TCGA-A8-A09T-01A-11R-A00Z-07
unc.edu.c14f7362-25c3-4e1a-acd7-871bb22ea8a3.1771051.bt.exon_quantification.txt	TCGA-A8-A09T-01A-11R-A00Z-07
unc.edu.c1dc3f35-324b-4a69-b32c-24652ccf9e3a.1144130.junction_quantification.txt	TCGA-AN-A0FX-01A-11R-A034-07
unc.edu.c1dc3f35-324b-4a69-b32c-24652ccf9e3a.1146387.rsem.genes.results	TCGA-AN-A0FX-01A-11R-A034-07
unc.edu.c1dc3f35-324b-4a69-b32c-24652ccf9e3a.1146388.rsem.isoforms.results	TCGA-AN-A0FX-01A-11R-A034-07
unc.edu.c1dc3f35-324b-4a69-b32c-24652ccf9e3a.1146824.rsem.isoforms.normalized_results	TCGA-AN-A0FX-01A-11R-A034-07
unc.edu.c1dc3f35-324b-4a69-b32c-24652ccf9e3a.1146833.rsem.genes.normalized_results	TCGA-AN-A0FX-01A-11R-A034-07
unc.edu.c1dc3f35-324b-4a69-b32c-24652ccf9e3a.1769773.bt.exon_quantification.txt	TCGA-AN-A0FX-01A-11R-A034-07
unc.edu.c3604281-d909-4819-a90e-a1081b1e9d7f.1127361.junction_quantification.txt	TCGA-BH-A18L-01A-32R-A12D-07
unc.edu.c3604281-d909-4819-a90e-a1081b1e9d7f.1131916.rsem.genes.results	TCGA-BH-A18L-01A-32R-A12D-07
unc.edu.c3604281-d909-4819-a90e-a1081b1e9d7f.1131917.rsem.isoforms.results	TCGA-BH-A18L-01A-32R-A12D-07
unc.edu.c3604281-d909-4819-a90e-a1081b1e9d7f.1132237.rsem.genes.normalized_results	TCGA-BH-A18L-01A-32R-A12D-07
unc.edu.c3604281-d909-4819-a90e-a1081b1e9d7f.1132243.rsem.isoforms.normalized_results	TCGA-BH-A18L-01A-32R-A12D-07
unc.edu.c3604281-d909-4819-a90e-a1081b1e9d7f.1766484.bt.exon_quantification.txt	TCGA-BH-A18L-01A-32R-A12D-07
unc.edu.c38c7c6d-7c7c-45ea-9fae-a889e6ce0df5.1126783.junction_quantification.txt	TCGA-BH-A0DD-11A-23R-A12P-07
unc.edu.c38c7c6d-7c7c-45ea-9fae-a889e6ce0df5.1129384.rsem.genes.results	TCGA-BH-A0DD-11A-23R-A12P-07
unc.edu.c38c7c6d-7c7c-45ea-9fae-a889e6ce0df5.1129385.rsem.isoforms.results	TCGA-BH-A0DD-11A-23R-A12P-07
unc.edu.c38c7c6d-7c7c-45ea-9fae-a889e6ce0df5.1130676.rsem.isoforms.normalized_results	TCGA-BH-A0DD-11A-23R-A12P-07
unc.edu.c38c7c6d-7c7c-45ea-9fae-a889e6ce0df5.1130679.rsem.genes.normalized_results	TCGA-BH-A0DD-11A-23R-A12P-07
